Gene_name	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component
yhbS	b3156	947670	P63417	JW3125	predicted acyltransferase with acyl-CoA N-acyltransferase domain	8.1
yhbT	b3157	947669	P64599	JW3126	predicted lipid carrier protein	8.1
yhcH	b3221	947750	P45424	JW3190	conserved protein	8.9
yhdN	b3293	947785	P36677	JW3255	conserved protein	Basal machinery
yhdT	b3257	947762	P45566	JW3225	conserved inner membrane protein	Basal machinery
yhfA	b3356	947860	P0ADX1	JW3319	conserved protein	Basal machinery
yhiD	b3508	948019	P0AFV2	JW5670,yhhE	predicted Mg(2+) transport ATPase	Intermodular
yhiM	b3491	947997	P37630	JW5944	inner membrane protein with a role in acid resistance	8.1
yhjA	b3518	948038	P37197	JW3486	predicted cytochrome C peroxidase	8.18
yhjC	b3521	948035	P37641	JW3489	predicted DNA-binding transcriptional regulator	Basal machinery
yhjG	b3524	948043	P37645	yhjF,JW3492	predicted outer membrane biogenesis protein	Basal machinery
yhjJ	b3527	948040	P37648	JW3495	predicted zinc-dependent peptidase	Basal machinery
yhjR	b3535	948051	P0ADJ3	JW3503	conserved protein	Basal machinery
yhjX	b3547	948066	P37662	JW3516	inner membrane protein - predicted transporter	22
yiaA	b3562	948078	P0ADJ8	JW3534	conserved inner membrane protein	Basal machinery
yiaG	b3555	948071	P0A9V5	JW3524	predicted transcriptional regulator	Basal machinery
yiaJ	b3574	948084	P37671	JW3546	YiaJ DNA-binding transcriptional repressor	Basal machinery
yiaK	b3575	948096	P37672	dlgD,JW3547	2,3-diketo-L-gulonate reductase monomer	Basal machinery
yiaL	b3576	948094	P37673	JW3548	conserved protein	Basal machinery
yiaM	b3577	948093	P37674	JW3549	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	Basal machinery
yiaN	b3578	948092	P37675	JW5651	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	Basal machinery
yiaO	b3579	948091	P37676	JW3551	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - periplasmic binding protein	Basal machinery
yibA	b3594	948108	P0ADK6	JW3568	predicted lyase containing HEAT-repeat	Basal machinery
yibN	b3611	948131	P0AG27	JW3586	predicted rhodanese-related sulfurtransferase	Basal machinery
yibQ	b3614	948128	P37691	JW5645	putative nucleoside (IDP) diphosphatase	Basal machinery
yicI	b3656	948169	P31434	JW3631	&alpha;-xylosidase	Basal machinery
yicJ	b3657	948168	P31435	JW5939	YicJ GPH transporter	Basal machinery
yidQ	b3688	948199	P0ADM4	JW5633	conserved outer membrane protein	Basal machinery
yieE	b3712	948226	P0ADM8	JW3690	predicted phosphopantetheinyl transferase	Basal machinery
yieF	b3713		P0AGE6	JW3691,chrR	chromate reductase monomer	Basal machinery
yifL	b4558	1450304	P0ADN6	JW3781	predicted lipoprotein	Basal machinery
yigA	b3810	948359	P23305	JW3783	conserved protein	Basal machinery
yigB	b3812	948357	P0ADP0	JW3785	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	Basal machinery
yihG	b3862	948350	P32129	JW3834	predicted endonuclease	Basal machinery
yihI	b3866	948363	P0A8H6	JW3837	GAP-like protein that activates GTPase activity of Der	Basal machinery
yiiS	b3922	948416	P32162	JW3893	conserved protein	8.1
yjaZ	b3989	948495	P27375	htrC,JW3952	conserved protein	Basal machinery
yjbE	b4026	948534	P0AF45	JW3986	predicted protein	Basal machinery
yjbF	b4027	948533	P32687	JW5711	predicted lipoprotein	Basal machinery
yjbG	b4028	948526	P32688	JW3988	conserved protein	Basal machinery
yjbH	b4029	948527	P32689	JW3989	predicted porin	Basal machinery
yjcH	b4068	948574	P0AF54	JW4029	conserved inner membrane protein	Basal machinery
yjeF	b4167		P31806	nnr,JW4125	NAD(P)HX epimerase / NAD(P)HX dehydratase	Basal machinery
yjeV	b4670	7751630	C1P621	JW5740.1	small protein	29
yjhB	b4279	948807	P39352	JW5768	YjhB  MFS transporter	8.9
yjhC	b4280	948808	P39353	JW5769	KpLE2 phage-like element; predicted oxidoreductase	8.9
yjhG	b4297	946829	P39358	JW4259	KpLE2 phage-like element; D-xylonate dehydratase	Basal machinery
yjhH	b4298	948825	P39359	JW5775	KpLE2 phage-like element; 2-dehydro-3-deoxy-D-pentonate aldolase	Basal machinery
yjhI	b4299	949100	P39360	JW4261	KpLE2 phage-like element; predicted DNA-binding transcriptional regulator	Basal machinery
yjiT	b4342	945056	P39391	JW5787	conserved protein	Basal machinery
yjiY	b4354	948914	P39396	JW5791	inner membrane protein - predicted transporter	35
yjjP	b4364	948812	P0ADD5	JW5796	predicted inner membrane structural protein	Basal machinery
yjjQ	b4365	948896	P0ADD7	JW4329	predicted DNA-binding transcriptional regulator	8.1
yjjZ	b4567	1450313	P55914	JW5797	predicted protein	Basal machinery
ykgR	b4671	7751635	C1P5Z8	JW5035.1	small membrane protein	Basal machinery
ymgA	b1165	948991	P75992	JW1152	protein involved in biofilm formation	32
ymgC	b1167	945090	P75994	JW1154	protein involved in biofilm formation	32
ymiA	b4522	1450256	P0CB62	JW1267.1	small predicted membrane protein	Basal machinery
ymjC	b4525	1450258	Q2EER5	JW5960	predicted oxidoreductase	12
ymjD	b4673	7751617	P0CD93	JW5960.1	small protein	12
yneM	b4599	5061497	A5A616	JW1527.1	small membrane protein	Basal machinery
ynfE	b1587	946135	P77374	JW1579	oxidoreductase subunit	Basal machinery
ynfF	b1588	945268	P77783	JW5260	oxidoreductase subunit	Basal machinery
ynfG	b1589	945638	P0AAJ1	JW1581	oxidoreductase, predicted Fe-S subunit	Basal machinery
ynfH	b1590	945822	P76173	JW5261	oxidoreductase, predicted membrane anchor subunit	Basal machinery
ynfK	b1593	944927	P0A6E9	JW5264,bioD2	predicted dethiobiotin synthetase	Basal machinery
yoaE	b1816	946335	P0AEC0	JW1805	predicted inner membrane protein	Basal machinery
yoaG	b1796	946314	P64496	JW1785	predicted protein	Basal machinery
yobF	b1824	946338	P64508	JW1813	small protein involved in stress responses	Basal machinery
yoeB	b4539	1450274	P69348	JW5331	toxin of the YoeB-YefM toxin-antitoxin pair	40
ypdB	b2381	947395	P0AE39	JW2378	YpdB transcriptional regulator	22
ypfN	b4547	1450286	Q2EET2	JW2457	predicted protein	Basal machinery
yqaE	b2666	947138	P0AE42	JW2641	predicted membrane protein	Basal machinery
yqhC	b3010	947491	Q46855	JW5849	YqhC DNA-binding transcriptional activator	70
yqhD	b3011	947493	Q46856	JW2978	NADPH-dependent aldehyde reductase	70
yqiG	b3046	947529	P76655	JW5507	predicted outer membrane usher protein	Basal machinery
yqiH	b3047	947531	P77616	JW5508	predicted periplasmic pilin chaperone	Basal machinery
yqiI	b3048	947535	P76656	JW5509	protein involved in detoxification of methylglyoxal	Basal machinery
yqjA	b3095	947643	P0AA63	JW3066	membrane transport protein; required for proton-motive force (PMF) dependent drug efflux	Basal machinery
yqjH	b3070	947582	Q46871	JW3041	ferric reductase, NADPH-dependent	14
yqjI	b3071	947584	P64588	JW3042	YqjI DNA-binding transcriptional repressor	14
yraP	b3150	947659	P64596	JW3119	lipoprotein	Basal machinery
yrbG	b3196	947730	P45394	JW3163	inner membrane protein YrbG	Basal machinery
yrbL	b3207	947910	P64610	JW3174	predicted protein	8.1
yrbN	b4685	7751619	C1P618	JW5531.1	small protein	Basal machinery
yrdA	b3279	947775	P0A9W9	JW5710	conserved protein	Basal machinery
yrfG	b3399	947904	P64636	JW5865	purine nucleotidase	Basal machinery
ytfE	b4209	948724	P69506	JW4167	protein involved in repair of stress-damaged iron-sulfur clusters	8.1
ytfJ	b4216	948737	P39187	JW4175	conserved protein	Basal machinery
ytfK	b4217	948736	P0ADE2	JW5749	conserved protein	Basal machinery
zinT	b1973	946480	P76344	JW1956,yodA	cadmium-induced cadmium binding protein	Basal machinery
zntA	b3469	947972	P37617	yhhO,JW3434	zinc, cadmium and lead efflux system	1
zntR	b3292	947786	P0ACS5	yhdM,JW3254	ZntR transcriptional activator	1
znuA	b1857	946375	P39172	yzzP,yebL,JW5831	Zn<sup>2+</sup> ABC transporter - periplasmic binding protein	24
znuB	b1859	946372	P39832	JW1848,yebI	Zn<sup>2+</sup> ABC transporter - membrane subunit	24
znuC	b1858	946374	P0A9X1	JW1847,yebM	Zn<sup>2+</sup> ABC transporter - ATP binding subunit	24
zraP	b4002	948507	P0AAA9	JW5546,yjaI,zra	zinc homeostasis protein	61
zraR	b4004	948505	P14375	JW3968,hydG	ZraR transcriptional activator	61
zraS	b4003	948506	P14377	hydH,JW3967	ZraS sensory histidine kinase	61
zur	b4046	948552	P0AC51	yjbK,JW5714	Zur	24
zwf	b1852	946370	P0AC53	JW1841	glucose 6-phosphate-1-dehydrogenase	8.2
